Title,Carpet Area,Status,Floor,Price,Bathrooms,Transaction,Furnishing
3 BHK Apartment for Sale in New Nandanvan Layout Nagpur,1100 sqft,Ready to Move,3 out of 3,"₹
38 Lac",,,
"2 BHK Apartment for Sale in Galaxy Mansion 7, Somalwada Nagpur",N/A,Ready to Move,4 out of 4,"₹
47 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Aatreya Regency, Wanadongri Nagpur",750 sqft,Ready to Move,1 out of 4,"₹
29 Lac",,,
"2 BHK Apartment for Sale in Asian Pearl 42, Somalwada Nagpur",N/A,Ready to Move,2 out of 4,"₹
54 Lac",,,
"2 BHK Apartment for Sale in Maxx Elite, Manish Nagar Nagpur",N/A,Ready to Move,2 out of 4,"₹
55 Lac",,,
2 BHK Apartment for Sale in akash estate 2 Nagpur,950 sqft,Ready to Move,4 out of 4,"₹
45 Lac",,,
2 BHK Apartment for Sale in Isasani Nagpur,N/A,Ready to Move,1 out of 4,"₹
25 Lac",2,Resale,Unfurnished
1 BHK Apartment for Sale in Butibori Nagpur,550 sqft,Ready to Move,2 out of 3,"₹
22 Lac",1,Resale,Unfurnished
3 BHK Apartment for Sale in Krishna Regency Nagpur,N/A,Ready to Move,2 out of 4,"₹
50 Lac",,,
5 BHK House for Sale in Ramkrishna nagar Nagpur,1200 sqft,Ready to Move,N/A,"₹
55 Lac",2,Resale,Furnished
2 BHK Builder Floor for Sale in Samarth Nagar Nagpur,500 sqft,Ready to Move,3 out of 3,"₹
38 Lac",,,
"2 BHK Apartment for Sale in Trinetra Shevantai Vitthal, Manish Nagar Nagpur",1160 sqft,Ready to Move,1 out of 4,"₹
48 Lac",,Resale,Unfurnished
3 BHK Builder Floor for Sale in Lashkari Bagh Nagpur,687 sqft,Ready to Move,4 out of 4,"₹
44 Lac",,,
"2 BHK Apartment for Sale in Bhagat Kala Apartment, Wanadongri Nagpur",512 sqft,Ready to Move,2 out of 3,"₹
27 Lac",,,
2 BHK Apartment for Sale in Wardhaman Nagar Nagpur,N/A,Ready to Move,3 out of 7,"₹
30 Lac",2,Resale,Unfurnished
"2 BHK Apartment for Sale in Anupama Krishnas Leela 2, Om Nagar Nagpur",800 sqft,Ready to Move,5 out of 7,"₹
52 Lac",,New Property,Furnished
"2 BHK Apartment for Sale in Kanchan Ganga, Hingna Nagpur",650 sqft,Ready to Move,3 out of 3,"₹
15 Lac",,,
"6 BHK Penthouse for Sale in Concrete Satya Enclave, Ram Das Peth Nagpur",N/A,Ready to Move,5 out of 5,"₹
3.10 Cr",,,
2 BHK Apartment for Sale in Kamptee Road Nagpur,850 sqft,Ready to Move,6 out of 6,"₹
20 Lac",,,
"2 BHK Apartment for Sale in TATTVA APAS, Bel Tarodi Nagpur",N/A,Poss. by Nov '28,12 out of 13,"₹
53.6 Lac",,,
"3 BHK Apartment for Sale in Nupur, Jaitala Nagpur",1165 sqft,Ready to Move,2 out of 4,"₹
70 Lac",,,
"2 BHK Apartment for Sale in Om Anand Apartment, Godhani Road Nagpur",N/A,Ready to Move,2 out of 4,"₹
33.5 Lac",,,
3 BHK Apartment for Sale in Mahal Nagpur,1600 sqft,Ready to Move,3 out of 4,"₹
79 Lac",,,
"2 BHK Apartment for Sale in Radha Vrindavan Phase 1, Jamtha Nagpur",700 sqft,Ready to Move,6 out of 8,"₹
37 Lac",,,
2 BHK Apartment for Sale in Vishwakarma Nagar Nagpur,N/A,Ready to Move,2 out of 3,"₹
34.4 Lac",2,Resale,N/A
2 BHK Apartment for Sale in Wadi Nagpur,N/A,Ready to Move,1 out of 3,"₹
26 Lac",2,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Nishigandha Apartments Narendra Nagar, Narendra Nagar Nagpur",700 sqft,Ready to Move,2 out of 4,"₹
55 Lac",,,
2 BHK Apartment for Sale in Itwari Nagpur,N/A,N/A,2 out of 3,"₹
38 Lac",,N/A,Semi-Furnished
"2 BHK Apartment for Sale in Techops Grand, Sakkardara Nagpur",585 sqft,Ready to Move,6 out of 10,"₹
58 Lac",,New Property,Unfurnished
2 BHK Builder Floor for Sale in Manewada Nagpur,N/A,Ready to Move,4 out of 5,"₹
35 Lac",2,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Moraj Waterfall Gateway, Mihan Nagpur",770 sqft,Ready to Move,5 out of 14,"₹
50 Lac",,,
2 BHK Apartment for Sale in Janki Nagar Nagpur,890 sqft,Ready to Move,3 out of 4,"₹
40 Lac",2,Resale,Unfurnished
5 BHK Builder Floor for Sale in Raj nagar Nagpur,N/A,Ready to Move,2 out of 4,"₹
2.50 Cr",4,Resale,Furnished
3 BHK Villa for Sale in Arya Nagar Nagpur,1500 sqft,Ready to Move,N/A,"₹
1 Cr",,Resale,Unfurnished
4 BHK Apartment for Sale in Manewada Nagpur,1400 sqft,Ready to Move,3 out of 4,"₹
52 Lac",,,
4 BHK Villa for Sale in Gorewada Nagpur,1740 sqft,Ready to Move,N/A,"₹
85 Lac",,Resale,
4 BHK Builder Floor for Sale in Borgaon Nagpur,N/A,Ready to Move,1 out of 2,"₹
85 Lac",,,
3 BHK Apartment for Sale in Narendra Nagar Nagpur,753 sqft,Ready to Move,4 out of 4,"₹
65 Lac",2,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Shiv Kailasa, Mihan Nagpur",N/A,Poss. by Sep '25,8 out of 16,"₹
59.5 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Pyramid City V, Besa Nagpur",1250 sqft,Ready to Move,6 out of 7,"₹
75 Lac",,,
"1 BHK Apartment for Sale in Urich Grace Eden Park Rose Garden, Jamtha Nagpur",N/A,Ready to Move,1 out of 4,"₹
22 Lac",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Kanchan Ganga, Hingna Nagpur",N/A,Ready to Move,Ground out of 4,"₹
20 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Jayanti Nagari 2, Harihar Nagar Nagpur",1150 sqft,Ready to Move,2 out of 8,"₹
50 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Kukreja Suncity, Jaripatka Nagpur",1487 sqft,Ready to Move,7 out of 9,"₹
1.55 Cr",,,
3 BHK House for Sale in Dabha Nagpur,1170 sqft,Ready to Move,N/A,"₹
70 Lac",4,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Kaveri Apartment, Ingole Nagar Nagpur",N/A,Ready to Move,2 out of 3,"₹
45 Lac",,,
3 BHK Apartment for Sale in jija mata society anant nagar Nagpur,1100 sqft,Ready to Move,Ground out of 3,"₹
60 Lac",2,Resale,Semi-Furnished
3 BHK House for Sale in Shree gajanan society Nagpur,N/A,Ready to Move,N/A,"₹
47 Lac",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Harihar Gokul Park, Manish Nagar Nagpur",700 sqft,Ready to Move,4 out of 5,"₹
55 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Dabha, Nagpur Nagpur",N/A,Ready to Move,4 out of 4,"₹
58 Lac",3,Resale,Unfurnished
3 BHK Apartment for Sale in Chinch Bhawan Nagpur,1100 sqft,Ready to Move,4 out of 5,"₹
35 Lac",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Gandhi Nagar Nagpur,720 sqft,Ready to Move,2 out of 6,"₹
38 Lac",1,Resale,Semi-Furnished
1 BHK Apartment for Sale in VTC Complex Nagpur,526 sqft,Ready to Move,7 out of 7,"₹
20 Lac",2,Resale,Unfurnished
"2 BHK Apartment for Sale in Shree Sant Yogiraj, New Subhedar Layout Nagpur",900 sqft,Ready to Move,4 out of 6,"₹
72 Lac",,Resale,Semi-Furnished
"1 BHK Apartment for Sale in Pioneer Tamarind Court, Wardha Road Nagpur",N/A,Ready to Move,3 out of 10,"₹
24 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Zingabai Takali Nagpur,1130 sqft,Ready to Move,2 out of 4,"₹
32 Lac",,,
"2 BHK Apartment for Sale in Luxora The Willows, Pipla Nagpur",N/A,Poss. by Jul '26,12 out of 12,"₹
52 Lac",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Shiv Elite, Wardha Road Nagpur",N/A,Ready to Move,6 out of 7,"₹
38.5 Lac",,Resale,Furnished
"2 BHK Apartment for Sale in Ashtavinayak Empire, Wanadongri Nagpur",N/A,N/A,2 out of 4,"₹
18 Lac",,Resale,
"2 BHK Apartment for Sale in Gayatri Apartment, Jaripatka, Nagpur Nagpur",1000 sqft,Ready to Move,2 out of 3,"₹
67.5 Lac",,,
4 BHK Villa for Sale in Bunglow Nagpur,2100 sqft,Ready to Move,N/A,"₹
1.10 Cr",,Resale,
2 BHK Apartment for Sale in 440002 Nagpur,750 sqft,Ready to Move,3 out of 3,"₹
30 Lac",2,Resale,Semi-Furnished
"2 BHK Apartment for Sale in My Town, Butibori Nagpur",N/A,Ready to Move,1 out of 4,"₹
15.3 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Raghuji Nagar Nagpur,750 sqft,Ready to Move,1 out of 3,"₹
40 Lac",1,Resale,Unfurnished
