Title,Carpet Area,Status,Floor,Price,Bathrooms,Transaction,Furnishing
"2 BHK Apartment for Sale in VTP Euphoria, Kharadi Pune",N/A,Poss. by Jun '27,N/A,"₹
1.11 Cr",,New Property,
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",N/A,Poss. by Dec '28,N/A,"₹
1.91 Cr",,New Property,
"4 BHK Apartment for Sale in The Strand, Kharadi Pune",2909 sqft,Poss. by Dec '26,N/A,"₹
3.29 Cr",,New Property,
"3 BHK Apartment for Sale in Geras Island of Joy, Wagholi Pune",N/A,Poss. by May '28,N/A,"₹
1.81 Cr",,New Property,
"4 BHK Apartment for Sale in Merlin Ventana, Baner Pune",1456 sqft,Poss. by Dec '28,N/A,"₹
1.94 Cr",,New Property,
"2 BHK Apartment for Sale in Puravankara Purva Aspire, Bavdhan Pune",N/A,Ready to Move,N/A,"₹
1.02 Cr",,New Property,
"3 BHK Apartment for Sale in Merlin Ventana, Baner Pune",1065 sqft,Poss. by Dec '28,N/A,"₹
1.41 Cr",,New Property,
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",N/A,Poss. by Dec '28,N/A,"₹
1.91 Cr",,New Property,
"2 BHK Apartment for Sale in Ace Atmosphere, Ravet, Pimpri Chinchwad Pune",725 sqft,Poss. by Sep '27,N/A,"₹
78.8 Lac",,New Property,
"3 BHK Apartment for Sale in M Soul Strings, Pashan Pune",1310 sqft,Poss. by Dec '31,N/A,"₹
2.18 Cr",,New Property,
"3 BHK Apartment for Sale in Puravankara Purva Silversands, Mundhwa Pune",N/A,N/A,N/A,"₹
1.84 Cr",,New Property,Unfurnished
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",1457 sqft,Poss. by Dec '28,N/A,"₹
1.53 Cr",,New Property,
"3 BHK Apartment for Sale in Riverdale Grand, Kharadi Pune",1139 sqft,Poss. by Sep '28,N/A,"₹
1.60 Cr",,New Property,
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",N/A,Poss. by Dec '28,N/A,"₹
1.91 Cr",,New Property,
"3 BHK Apartment for Sale in Ace Atmosphere, Ravet, Pimpri Chinchwad Pune",1100 sqft,Poss. by Sep '28,N/A,"₹
1.05 Cr",,New Property,
"4 BHK Apartment for Sale in Geras Island of Joy, Wagholi Pune",1580 sqft,Poss. by May '27,N/A,"₹
1.83 Cr",,New Property,
"3 BHK Apartment for Sale in Puravankara Purva Silversands, Mundhwa Pune",N/A,N/A,N/A,"₹
1.84 Cr",,New Property,Unfurnished
"4 BHK Apartment for Sale in Geras Island of Joy, Wagholi Pune",1832 sqft,Poss. by May '28,N/A,"₹
2.19 Cr",,New Property,
"5 BHK Apartment for Sale in M Soul Strings, Pashan Pune",2604 sqft,Poss. by Dec '27,N/A,"₹
4.29 Cr",,New Property,
"4 BHK Apartment for Sale in Yashada Windsong, Ravet, Pimpri Chinchwad Pune",1791 sqft,Poss. by Jun '26,N/A,"₹
2 Cr",,New Property,
"4 BHK Apartment for Sale in M Soul Strings, Pashan Pune",2075 sqft,Poss. by Dec '31,N/A,"₹
3.40 Cr",,New Property,
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",N/A,Poss. by Dec '26,N/A,"₹
1.91 Cr",,New Property,
"5 BHK Apartment for Sale in M Soul Strings, Pashan Pune",2604 sqft,Poss. by Dec '26,N/A,"₹
4.29 Cr",,New Property,
"4 BHK Apartment for Sale in Riverdale Grand, Kharadi Pune",2290 sqft,Poss. by Sep '28,N/A,"₹
3.25 Cr",,New Property,
"4 BHK Apartment for Sale in Geras Island of Joy, Wagholi Pune",1832 sqft,Poss. by May '28,N/A,"₹
2.19 Cr",,New Property,
"3 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",1122 sqft,Poss. by Jan '26,12 out of 20,"₹
1.60 Cr",,,
"4 BHK Apartment for Sale in Kumar Parth Tower, Baner Pune",1518 sqft,Poss. by Dec '27,N/A,"₹
1.78 Cr",,New Property,
"3 BHK Apartment for Sale in Yoo One, Kondhwa Pune",N/A,Poss. by Dec '27,N/A,"₹
2.74 Cr",,New Property,
"4 BHK Apartment for Sale in VTP Cielo, Bavdhan Pune",1750 sqft,Poss. by Dec '28,N/A,"₹
2.21 Cr",,New Property,
"2 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",832 sqft,Poss. by Jun '27,N/A,"₹
1.36 Cr",,New Property,
"3 BHK Apartment for Sale in Welworth Purnam, Phase 2 Hinjewadi Rajiv Gandhi Infotech Park Pune",949 sqft,Poss. by Dec '25,N/A,"₹
98.4 Lac",,New Property,
"3 BHK Apartment for Sale in Vision Altia, Ravet, Pimpri Chinchwad Pune",1005 sqft,Poss. by Dec '26,N/A,"₹
85.3 Lac",,New Property,
"3 BHK Apartment for Sale in High Street, Moshi Pune",1024 sqft,Poss. by Dec '27,N/A,"₹
81.9 Lac",,New Property,
"4 BHK Apartment for Sale in 24K Altura, Baner Pune",1750 sqft,Poss. by Mar '27,N/A,"₹
2.52 Cr",,New Property,
"3 BHK Apartment for Sale in Godrej Woodsville, Hinjawadi Pune",955 sqft,Poss. by Nov '26,N/A,"₹
1.19 Cr",,New Property,
"2 BHK Apartment for Sale in Adani Atelier Greens, Mundhwa Pune",N/A,Poss. by Sep '25,N/A,"₹
2.02 Cr",,New Property,
"4 BHK Apartment for Sale in VTP Cielo, Bavdhan Pune",1744 sqft,Poss. by Dec '28,N/A,"₹
2.21 Cr",,New Property,
"2 BHK Apartment for Sale in 18 Magnitude, Punawale, Pimpri Chinchwad Pune",857 sqft,Poss. by Dec '28,N/A,"₹
82 Lac",,New Property,
"3 BHK Apartment for Sale in Swojas Advait, Model Colony, Shivaji Nagar Pune",1100 sqft,Poss. by Oct '25,N/A,"₹
2.03 Cr",,New Property,
"3 BHK Apartment for Sale in GLOBAL INSPIRA, Maan Pune",993 sqft,Poss. by Dec '26,N/A,"₹
1.01 Cr",,New Property,
"4 BHK Apartment for Sale in Osian Almanova Phase 1, Mundhwa Pune",1663 sqft,Poss. by Dec '29,N/A,"₹
2.27 Cr",,New Property,
"3 BHK Apartment for Sale in Pebbles Greenfield, Tathawade Pimpri Chinchwad Pune",1003 sqft,Poss. by Jun '27,N/A,"₹
1.12 Cr",,New Property,
"5 BHK Apartment for Sale in Sensorium, Hinjawadi Pune",1768 sqft,Poss. by May '25,N/A,"₹
2.23 Cr",,New Property,
"3 BHK Apartment for Sale in Majestique Evolvus, Kharadi Pune",1157 sqft,Poss. by Dec '28,N/A,"₹
1.64 Cr",,New Property,
"3 BHK Apartment for Sale in Life Republic Sector R22 Avenue Atmos, Hinjawadi Pune",1105 sqft,Poss. by Oct '27,N/A,"₹
98.9 Lac",,New Property,
"4 BHK Apartment for Sale in 24K Manor, Pimple Nilakh, Pimpri Chinchwad Pune",1824 sqft,Poss. by Jun '28,N/A,"₹
3.50 Cr",,New Property,
"2 BHK Apartment for Sale in Little Earth, Kiwale, Dehu Road Pune",681 sqft,Poss. by Dec '26,N/A,"₹
60.3 Lac",,New Property,
"4 BHK Apartment for Sale in The Balmoral Hillside, Baner Pune",N/A,Poss. by Dec '28,N/A,"₹
3.30 Cr",,New Property,
"2 BHK Apartment for Sale in Destination Mangalam Marvel, Charholi BK Pune",683 sqft,Poss. by Jun '27,N/A,"₹
47.7 Lac",,New Property,
"3 BHK Apartment for Sale in Life Republic Sector R22 22nd Avenue Atmos Phase II, Mulshi Pune",1037 sqft,Poss. by Dec '28,N/A,"₹
97.6 Lac",,New Property,
"2 BHK Apartment for Sale in Regency Astra, Baner Pune",890 sqft,Poss. by Dec '26,N/A,"₹
1.05 Cr",,New Property,
"3 BHK Apartment for Sale in Raheja Sterling, NIBM Road Pune",1009 sqft,Poss. by Mar '26,N/A,"₹
1.14 Cr",,New Property,
"3 BHK Apartment for Sale in Nyati Era, Dhanori Pune",N/A,Poss. by Jun '25,N/A,"₹
1.02 Cr",,New Property,
"3 BHK Apartment for Sale in Treasure Trove, Wakad Pune",1010 sqft,Poss. by Dec '30,N/A,"₹
1 Cr",,New Property,
"5 BHK Apartment for Sale in The Hyphen, Mohammed Wadi Pune",2085 sqft,Poss. by Dec '29,N/A,"₹
2.94 Cr",,New Property,
"3 BHK Apartment for Sale in Lodha Bella Vita, NIBM Road Pune",1047 sqft,Poss. by Dec '24,N/A,"₹
1.07 Cr",,New Property,
"3 BHK Apartment for Sale in VTP Blue Waters, Mahalunge Pune",957 sqft,Poss. by Dec '24,N/A,"₹
1.07 Cr",,New Property,
"2 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",875 sqft,Poss. by Jun '27,N/A,"₹
1.09 Cr",,New Property,
"2 BHK Apartment for Sale in Kohinoor Uptown Avenue, Punawale, Pimpri Chinchwad Pune",1075 sqft,Poss. by Dec '29,N/A,"₹
78.1 Lac",,New Property,
"2 BHK Apartment for Sale in Ideal Spacio, Undri Pune",830 sqft,N/A,N/A,"₹
70.3 Lac",,New Property,Unfurnished
"3 BHK Apartment for Sale in Windsor County, Ambegaon BK Pune",N/A,N/A,N/A,"₹
1.85 Cr",N/A,New Property,Unfurnished
"6 BHK Apartment for Sale in Supreme Towers, Mundhwa Pune",2854 sqft,Poss. by Jun '29,N/A,"₹
5.29 Cr",,New Property,
"3 BHK Apartment for Sale in RGS Forte, Wakad Pune",1024 sqft,Poss. by Dec '25,N/A,"₹
1.09 Cr",,New Property,
"3 BHK Apartment for Sale in Kohinoor Central Park, Maan Pune",1276 sqft,Poss. by Dec '28,N/A,"₹
1.34 Cr",,New Property,
"3 BHK Apartment for Sale in Palm Springs, Wakad Pune",970 sqft,Poss. by Dec '27,N/A,"₹
97.2 Lac",,New Property,
"3 BHK Apartment for Sale in Kohinoor Central Park, Maan Pune",1087 sqft,Poss. by Dec '28,N/A,"₹
1.14 Cr",,New Property,
"3 BHK Apartment for Sale in Shubh Serenity, Warje Pune",1181 sqft,Poss. by Jun '27,N/A,"₹
1.37 Cr",,New Property,
"4 BHK Apartment for Sale in ANP Autograph, Punawale, Pimpri Chinchwad Pune",1787 sqft,Poss. by Jun '28,N/A,"₹
2.11 Cr",,New Property,
"5 BHK Apartment for Sale in Lodha Panache, Hinjawadi Pune",1698 sqft,Poss. by Jun '27,N/A,"₹
3.27 Cr",,New Property,
"4 BHK Apartment for Sale in Tejraj Elevia, Baner Pune",1613 sqft,Poss. by Dec '28,N/A,"₹
2.41 Cr",,New Property,
"2 BHK Apartment for Sale in Godrej Prana, Undri Pune",704 sqft,Ready to Move,3 out of 12,"₹
65 Lac",,,
"2 BHK Apartment for Sale in Percept Bounty III, Wadgaon Sheri Pune",750 sqft,Ready to Move,4 out of 7,"₹
61.7 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Ace Atmosphere, Ravet, Pimpri Chinchwad Pune",1027 sqft,Poss. by Jul '26,12 out of 22,"₹
95 Lac",,,
"3 BHK Apartment for Sale in Riverdale Grand, EON Free Zone, Kharadi Pune",1417 sqft,Poss. by Jun '26,7 out of 28,"₹
1.85 Cr",,,
"4 BHK Apartment for Sale in 64 hills, Bavdhan Pune",1740 sqft,Poss. by Mar '29,N/A,"₹
2.75 Cr",,New Property,
"3 BHK Apartment for Sale in Gera World of Joy, Kharadi Pune",950 sqft,Ready to Move,3 out of 16,"₹
1.40 Cr",,,
"3 BHK Apartment for Sale in Belmac Residences, Wadgaon Sheri Pune",1955 sqft,Ready to Move,Ground out of 15,"₹
2.75 Cr",,,
2 BHK Apartment for Sale in Tathawade Pimpri Chinchwad Pune,740 sqft,Poss. by Dec '26,9 out of 17,"₹
62.2 Lac",,,
"4 BHK Apartment for Sale in Supreme Amadore, Baner Pune",3200 sqft,Ready to Move,15 out of 17,"₹
4.50 Cr",,,
"4 BHK Apartment for Sale in One North, Magarpatta Pune",3400 sqft,Ready to Move,11 out of 20,"₹
5.85 Cr",,Resale,Unfurnished
"2 BHK Apartment for Sale in Sasane Colony, Mundhwa Pune",1125 sqft,Ready to Move,1 out of 22,"₹
1.02 Cr",,,
"3 BHK Apartment for Sale in Premier Tower, Bibwewadi Pune",N/A,Ready to Move,6 out of 10,"₹
1.80 Cr",,,
"3 BHK Apartment for Sale in Sanjeevani Prestige Avenue, Baner Pashan Link Road Pune",915 sqft,Ready to Move,8 out of 12,"₹
1.20 Cr",,,
"2 BHK Apartment for Sale in Khush Vista Phase 1, Mohammed Wadi Pune",715 sqft,Ready to Move,1 out of 15,"₹
52.5 Lac",,New Property,Unfurnished
"2 BHK Apartment for Sale in Astrana, Amanora Park Town Pune",803 sqft,Poss. by Mar '28,10 out of 33,"₹
99 Lac",,,
"3 BHK Apartment for Sale in Highlands by Paranjape Schemes, Bhugaon, Bavdhan Pune",1300 sqft,Ready to Move,9 out of 11,"₹
1.60 Cr",,,
"3 BHK Apartment for Sale in Sai Pearl, Kranti Nagar Pimple Saudagar Pune",1118 sqft,Ready to Move,Lower Basement out of 7,"₹
1.54 Cr",,,
"3 BHK Apartment for Sale in Pristine O2 World Part 1, Vitthal Nagar Kharadi Pune",1103 sqft,Poss. by Dec '28,6 out of 22,"₹
1.26 Cr",,,
"3 BHK Apartment for Sale in Hill Shire, Wagholi Pune",1000 sqft,Ready to Move,6 out of 12,"₹
78 Lac",,,
"2 BHK Apartment for Sale in Dream Lynnea, Wagholi Pune",710 sqft,Ready to Move,8 out of 12,"₹
46 Lac",,,
"2 BHK Apartment for Sale in Atul Westernhills, Sus Pune",800 sqft,Ready to Move,8 out of 12,"₹
77 Lac",,,
"4 BHK Apartment for Sale in Skyi Songbirds, Bhugaon, Bavdhan Pune",1900 sqft,Ready to Move,11 out of 12,"₹
2.11 Cr",,,
"3 BHK Apartment for Sale in Kumar Princetown Royal B1 B3 B5 B6, Hills and Dales Pune",1350 sqft,Ready to Move,9 out of 15,"₹
1.27 Cr",,,
"2 BHK Apartment for Sale in Tejraj Elevia, Baner Pune",786 sqft,Ready to Move,Upper Basement out of 20,"₹
1.03 Cr",,,
"2 BHK Apartment for Sale in BA Vermont, Wagholi Pune",750 sqft,Ready to Move,6 out of 12,"₹
63 Lac",,,
"3 BHK Apartment for Sale in Kolte-Patil 24k Opula, Pimple Nilakh, Pimpri Chinchwad Pune",1520 sqft,Ready to Move,5 out of 16,"₹
3.30 Cr",,,
3 BHK Apartment for Sale in Anand Nagar Pune,1200 sqft,Ready to Move,9 out of 12,"₹
1.40 Cr",,,
"3 BHK Apartment for Sale in Panchshil Towers, Kharadi Pune",2200 sqft,Ready to Move,11 out of 27,"₹
3.20 Cr",,,
"3 BHK Apartment for Sale in The Address, Aundh Pune",1144 sqft,Ready to Move,5 out of 13,"₹
1.74 Cr",,,
"2 BHK Apartment for Sale in Ganga Platino, Kharadi Pune",954 sqft,Ready to Move,6 out of 17,"₹
1.46 Cr",,,
"2 BHK Apartment for Sale in Malpani Greens, Wakad Pune",960 sqft,Ready to Move,2 out of 12,"₹
1.05 Cr",,,
"3 BHK Apartment for Sale in Kolte-Patil Western Avenue, Shankar Kalat Nagar Pune",1050 sqft,Ready to Move,2 out of 16,"₹
1.55 Cr",,,
"3 BHK Apartment for Sale in Gloria Grand, Chandani Chowk, Bavdhan Pune",1145 sqft,Poss. by Jun '25,10 out of 23,"₹
1.34 Cr",,,
"3 BHK Apartment for Sale in Pebbles II, Bavdhan Pune",1021 sqft,Ready to Move,9 out of 17,"₹
1.32 Cr",,,
"4 BHK Apartment for Sale in Paranjape Broadway, Wakad Pune",N/A,Ready to Move,4 out of 20,"₹
2.05 Cr",,,
"1 BHK Apartment for Sale in Zen Estate, EON Free Zone, Kharadi Pune",550 sqft,Ready to Move,13 out of 15,"₹
68 Lac",,,
"3 BHK Apartment for Sale in Aditya Garden City, Aditya Garden City, Warje Pune",1066 sqft,Ready to Move,5 out of 10,"₹
2.15 Cr",,,
"3 BHK Apartment for Sale in Majestique Rhythm County, Handewadi Pune",980 sqft,Ready to Move,7 out of 14,"₹
69 Lac",,,
"3 BHK Apartment for Sale in Gemini Grand Bay, Manjari BK Pune",900 sqft,Ready to Move,6 out of 12,"₹
79 Lac",,,
"4 BHK Villa for Sale in Kumar City Row houses, Kalyani Nagar Pune",2800 sqft,Ready to Move,N/A,"₹
5.50 Cr",,Resale,
"3 BHK Apartment for Sale in Anand Anand Residency, Viman Nagar Pune",1400 sqft,Ready to Move,4 out of 7,"₹
1.39 Cr",,,
"2 BHK Apartment for Sale in F Residences, New Kalyani Nagar Pune",805 sqft,Ready to Move,12 out of 20,"₹
1.08 Cr",,,
"2 BHK Apartment for Sale in Magarpatta Trillium, Magarpatta Pune",800 sqft,Ready to Move,7 out of 11,"₹
1.32 Cr",,,
"2 BHK Apartment for Sale in Gera Park View, Kharadi Pune",808 sqft,Ready to Move,9 out of 16,"₹
1.07 Cr",,,
"3 BHK Apartment for Sale in F Residences, New Kalyani Nagar Pune",1300 sqft,Ready to Move,13 out of 18,"₹
1.80 Cr",,,
"4 BHK Villa for Sale in Sopan Baug Society, Ghorpadi Pune",4500 sqft,Ready to Move,N/A,"₹
4.10 Cr",,Resale,
2 BHK Apartment for Sale in Phase 2 Hinjewadi Rajiv Gandhi Infotech Park Pune,702 sqft,Ready to Move,17 out of 23,"₹
63 Lac",,,
"2 BHK Apartment for Sale in Green County, Fursungi Pune",723 sqft,Ready to Move,5 out of 12,"₹
52 Lac",,,
"3 BHK Apartment for Sale in Kolte-Patil Western Avenue, Wakad Pune",1060 sqft,Ready to Move,15 out of 19,"₹
1.50 Cr",,,
"3 BHK Apartment for Sale in Panchshil Towers, EON Free Zone, Kharadi Pune",2200 sqft,Ready to Move,13 out of 31,"₹
4.50 Cr",,,
"3 BHK Apartment for Sale in Shubh Tristar, Mundhwa Pune",1268 sqft,Poss. by Dec '27,8 out of 18,"₹
1.56 Cr",,,
"2 BHK Apartment for Sale in Megapolis Sparklet, Hinjawadi Pune",760 sqft,Ready to Move,2 out of 14,"₹
62 Lac",,,
"3 BHK Apartment for Sale in VTP Hilife, Wakad Pune",1042 sqft,Ready to Move,5 out of 20,"₹
1.40 Cr",,,
"3 BHK Apartment for Sale in Kalpataru Jade Skyline, Baner Pune",1189 sqft,Poss. by Dec '26,11 out of 25,"₹
1.68 Cr",,,
"1 BHK Apartment for Sale in Amanora Desire Tower, Amanora Park Town Pune",450 sqft,Ready to Move,6 out of 12,"₹
58 Lac",,,
"3 BHK Apartment for Sale in Le Mirage, Boat Club Road Pune",1400 sqft,Ready to Move,5 out of 10,"₹
2.80 Cr",,Resale,Semi-Furnished
"2 BHK Apartment for Sale in Indraprastha Indraprastha, Yewalewadi, Katraj Pune",650 sqft,Ready to Move,6 out of 11,"₹
43 Lac",,Resale,Unfurnished
"4 BHK Apartment for Sale in Naiknavare Eminence, Viman Nagar Pune",3258 sqft,Ready to Move,N/A,"₹
6 Cr",,Resale,
"2 BHK Apartment for Sale in ABIL Imperial Atria, Baner Pune",911 sqft,Ready to Move,15 out of 20,"₹
1.06 Cr",,,
"3 BHK Apartment for Sale in Ganga Serio, Kharadi Pune",1060 sqft,Ready to Move,22 out of 25,"₹
2.10 Cr",,,
"2 BHK Apartment for Sale in Kanchanpuram, Baif Road Pune",680 sqft,Ready to Move,1 out of 7,"₹
45 Lac",,,
"2 BHK Apartment for Sale in Sun Sapphire, Shinde Vasti Hadapsar Pune",965 sqft,Ready to Move,3 out of 12,"₹
1.05 Cr",,,
5 BHK Apartment for Sale in NIBM Road Pune,4030 sqft,Ready to Move,11 out of 11,"₹
4 Cr",,,
"2 BHK Apartment for Sale in Gera Riverside, Koregaon Park Pune",985 sqft,Ready to Move,10 out of 11,"₹
1.80 Cr",,,
"1 BHK Apartment for Sale in Trimurti Hill View, Pan Card Club Road Pune",590 sqft,Ready to Move,5 out of 6,"₹
75 Lac",,,
"1 BHK Apartment for Sale in Tanish Orchid, Charholi BK Pune",500 sqft,Ready to Move,8 out of 12,"₹
33 Lac",,,
"2 BHK Apartment for Sale in VTP Leonara, Mahalunge Pune",800 sqft,Ready to Move,13 out of 22,"₹
82 Lac",,,
"3 BHK Apartment for Sale in Rachana Belvedere, Aundh Pune",1500 sqft,Ready to Move,3 out of 7,"₹
2.40 Cr",,,
"3 BHK Apartment for Sale in TATA Inora Park, Undri Pune",1127 sqft,Ready to Move,10 out of 11,"₹
75 Lac",,,
"2 BHK Apartment for Sale in Siya Complex, Fursungi Pune",604 sqft,Ready to Move,3 out of 5,"₹
40 Lac",,,
1 BHK Apartment for Sale in vitthal sangam society Pune,400 sqft,Ready to Move,1 out of 4,"₹
27 Lac",,,
"2 BHK Apartment for Sale in Veer Ashoka Society, Lullanagar Pune",985 sqft,Ready to Move,1 out of 3,"₹
1 Cr",,,
1 BHK Apartment for Sale in Sukhsagar Nagar Katraj Pune,480 sqft,Ready to Move,3 out of 3,"₹
38 Lac",,,
"1 BHK Apartment for Sale in Atria Dhanashree Aangan, Undri Pune",423 sqft,Ready to Move,3 out of 11,"₹
33 Lac",,,
3 BHK House for Sale in Koregaon Road Pune,1500 sqft,Ready to Move,Ground out of 3,"₹
2.95 Cr",,,
"2 BHK Apartment for Sale in Kohinoor Begonia, Talegaon Dabhade Pune",785 sqft,Ready to Move,2 out of 4,"₹
35 Lac",,,
2 BHK Apartment for Sale in Pisoli Road Pune,704 sqft,Ready to Move,4 out of 10,"₹
44 Lac",,,
"2 BHK Apartment for Sale in City Pride Residency, Kondhwa Pune",1100 sqft,Ready to Move,8 out of 10,"₹
1.10 Cr",,,
"1 BHK Apartment for Sale in Fortune Empress, Handewadi Pune",464 sqft,Ready to Move,11 out of 13,"₹
32.5 Lac",,,
"2 BHK Apartment for Sale in Majestique Euriska, NIBM Annexe Area Pune",807 sqft,Ready to Move,3 out of 6,"₹
69 Lac",,,
"2 BHK Penthouse for Sale in Sanaya Belvedere, Viman Nagar Pune",2000 sqft,Ready to Move,4 out of 5,"₹
1.75 Cr",,,
"3 BHK Apartment for Sale in Kool Homes Panchamrut, Ambegaon Pune",N/A,Ready to Move,13 out of 15,"₹
1.10 Cr",,,
"1 BHK Apartment for Sale in VTP Belair, Mahalunge Pune",450 sqyrd,Ready to Move,3 out of 23,"₹
45 Lac",,,
"2 BHK Apartment for Sale in Green Fantasy, Uruli Kanchan Pune",491 sqft,Ready to Move,7 out of 10,"₹
25.5 Lac",,,
"1 BHK Apartment for Sale in Gagan Akanksha, Uruli Kanchan Pune",N/A,Ready to Move,7 out of 7,"₹
16 Lac",,,
"3 BHK Apartment for Sale in Xrbia Hinjewadi, Hinjawadi Pune",576 sqft,Ready to Move,7 out of 8,"₹
30.6 Lac",,,
"2 BHK Builder Floor for Sale in Whitewater House, Veerbhadra Nagar, Baner Pune",950 sqft,Ready to Move,4 out of 5,"₹
1.28 Cr",,,
"1 BHK Apartment for Sale in Hrutviin Unnati Avenue, Pisoli Pune",478 sqft,Ready to Move,3 out of 12,"₹
45 Lac",,,
"2 BHK Apartment for Sale in Yash Florencia, Kondhwa Pune",700 sqft,Ready to Move,12 out of 13,"₹
62 Lac",,,
"2 BHK Apartment for Sale in Astoria Royals, Ravet, Pimpri Chinchwad Pune",766 sqft,Ready to Move,2 out of 12,"₹
62 Lac",,,
2 BHK Apartment for Sale in Talegaon Dabhade Pune,716 sqft,Ready to Move,2 out of 3,"₹
36 Lac",,,
"3 BHK Apartment for Sale in Kumar Aatman, Baner Road Pune",1102 sqft,Ready to Move,2 out of 6,"₹
1.70 Cr",,,
"2 BHK Apartment for Sale in SOL The Address Phase 3, Moshi Pune",700 sqft,Ready to Move,1 out of 12,"₹
69 Lac",,,
"2 BHK Apartment for Sale in Tirupati Campus Phase 2, Adarsh Colony Tingre Nagar Pune",870 sqft,Ready to Move,3 out of 4,"₹
90 Lac",,,
"1 BHK Apartment for Sale in Orchard Park, Bhunde Vasti Pune",467 sqft,Ready to Move,5 out of 10,"₹
64 Lac",,,
"2 BHK Apartment for Sale in Kunal Iconia, Mamurdi, Dehu Road Pune",646 sqft,Ready to Move,12 out of 12,"₹
49.5 Lac",,,
"3 BHK Apartment for Sale in Roseland Residency, Pimpri Chinchwad Pune",1286 sqft,Ready to Move,5 out of 7,"₹
1.51 Cr",,,
"1 BHK Apartment for Sale in Mountscape, Pisoli Road Pune",514 sqft,Ready to Move,6 out of 8,"₹
28.6 Lac",,,
2 BHK Apartment for Sale in Baner Highway Side Rd Pune,800 sqft,Ready to Move,6 out of 7,"₹
92 Lac",,,
"2 BHK Apartment for Sale in Royal Abhiman Vishwa, Chikhali Pimpri Chinchwad Pune",572 sqft,Ready to Move,8 out of 12,"₹
35 Lac",,,
"2 BHK Apartment for Sale in The Crystal Castle, Dhayari Phata Road Pune",660 sqft,Ready to Move,11 out of 11,"₹
65 Lac",,,
"3 BHK Apartment for Sale in Welworth Celina B2, Baner Pune",1110 sqft,Ready to Move,8 out of 8,"₹
1.95 Cr",,,
"2 BHK Apartment for Sale in Megapolis Serenity, Maan Pune",638 sqft,Ready to Move,8 out of 19,"₹
70 Lac",,,
"3 BHK Apartment for Sale in Merlin Ventana, Baner Pune",1150 sqft,Poss. by Dec '27,18 out of 25,"₹
1.60 Cr",,,
"2 BHK Apartment for Sale in Puravankara Purva Silversands, Mundhwa Pune",804 sqft,Ready to Move,10 out of 23,"₹
90 Lac",,,
"3 BHK Apartment for Sale in Godrej River Royale, Mahalunge Pune",1893 sqft,Poss. by Dec '27,2 out of 2,"₹
2.84 Cr",,,
"2 BHK Apartment for Sale in Ganga Asmi, Wakad Pune",719 sqft,Poss. by Dec '25,7 out of 30,"₹
80.2 Lac",,,
"3 BHK Apartment for Sale in Godrej River Royale, Mahalunge Pune",2828 sqft,Poss. by Mar '29,31 out of 40,"₹
4.62 Cr",,,
"4 BHK Apartment for Sale in The Strand, Kharadi Pune",1567 sqft,Ready to Move,8 out of 26,"₹
2.19 Cr",,,
"2 BHK Apartment for Sale in Ace Atmosphere, Ravet, Pimpri Chinchwad Pune",781 sqft,Poss. by Dec '27,19 out of 31,"₹
83.5 Lac",,,
"3 BHK Apartment for Sale in VTP Euphoria, EON Free Zone, Kharadi Pune",1084 sqft,Poss. by Dec '25,12 out of 23,"₹
99 Lac",,,
"3 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",N/A,Poss. by Dec '28,18 out of 33,"₹
1.08 Cr",,,
"2 BHK Apartment for Sale in K Ville, Ravet, Pimpri Chinchwad Pune",749 sqft,Poss. by Dec '25,9 out of 14,"₹
62 Lac",,,
"2 BHK Apartment for Sale in Puravankara Purva Silversands, Keshav Nagar Mundhwa Pune",805 sqft,Ready to Move,7 out of 21,"₹
90 Lac",,,
"4 BHK Apartment for Sale in Merlin Ventana, Baner Pune",1456 sqft,Poss. by Dec '28,16 out of 30,"₹
1.85 Cr",,,
"2 BHK Apartment for Sale in VTP Dolce Vita, Kharadi Pune",810 sqft,Poss. by Jun '26,10 out of 25,"₹
72 Lac",,,
"3 BHK Apartment for Sale in Puravankara Purva Silversands, Mundhwa Pune",1062 sqft,Ready to Move,10 out of 21,"₹
1.16 Cr",,,
"2 BHK Apartment for Sale in Puravankara Purva Silversands, Keshav Nagar Mundhwa Pune",815 sqft,Ready to Move,2 out of 22,"₹
84 Lac",,,
"2 BHK Apartment for Sale in Puravankara Purva Silversands, Keshav Nagar Mundhwa Pune",789 sqft,Ready to Move,17 out of 23,"₹
80 Lac",,,
"3 BHK Apartment for Sale in K Ville, Kiwale, Dehu Road Pune",1032 sqft,Ready to Move,9 out of 16,"₹
89.6 Lac",,,
"3 BHK Apartment for Sale in K Ville, Kiwale, Dehu Road Pune",988 sqft,Ready to Move,2 out of 14,"₹
74 Lac",,,
