Title,Carpet Area,Status,Floor,Price,Bathrooms,Transaction,Furnishing
"3 BHK Villa for Sale in Greenland The Eco Village, Sonarpur Kolkata",1700 sqft,Ready to Move,N/A,"₹
75 Lac",,Resale,
3 BHK Villa for Sale in Santragachi Kolkata,1800 sqft,Ready to Move,N/A,"₹
95 Lac",,Resale,
"2 BHK Apartment for Sale in Oxford Square, Barasat Kolkata",N/A,Ready to Move,1 out of 5,"₹
21 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Nagerbazar Kolkata,835 sqft,Ready to Move,3 out of 4,"₹
30 Lac",,,
"4 BHK House for Sale in Nawabganj, Ichapur Kolkata",N/A,Ready to Move,1 out of 1,"₹
60 Lac",,,
"2 BHK Apartment for Sale in Southwinds, Rajpur Sonarpur Kolkata",609 sqft,Poss. by Jun '26,8 out of 18,"₹
51.7 Lac",,,
"3 BHK Apartment for Sale in Spotlight Countryside, Sonarpur Kolkata",N/A,Poss. by Oct '27,N/A,"₹
40.3 Lac",,New Property,
2 BHK Apartment for Sale in Rajdanga Kolkata,1000 sqft,Ready to Move,4 out of 4,"₹
65 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Shibpur Kolkata,N/A,Ready to Move,2 out of 5,"₹
89 Lac",,,
"4 BHK Apartment for Sale in Navyom, New Alipore Kolkata",1934 sqft,Poss. by Dec '24,10 out of 11,"₹
3.55 Cr",,,
"2 BHK Apartment for Sale in Joyville Western Heights, Santragachi Kolkata",690 sqft,Poss. by Dec '24,10 out of 20,"₹
39.6 Lac",,,
"2 BHK Apartment for Sale in Silver Spring Apartments, Tangra Kolkata",1000 sqft,Ready to Move,4 out of 14,"₹
1.15 Cr",,Resale,Semi-Furnished
3 BHK Apartment for Sale in Eastern Metropolitan Bypass Kolkata,750 sqft,Ready to Move,4 out of 4,"₹
85 Lac",,,
3 BHK Apartment for Sale in Neogipara Kolkata,1020 sqft,Ready to Move,Ground out of 5,"₹
43 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Merlin Maximus, Sodepur Kolkata",793 sqm,Ready to Move,10 out of 11,"₹
65 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Corner Emerald Court, Tollygunge Kolkata",798 sqft,Ready to Move,3 out of 4,"₹
45 Lac",,,
"2 BHK Apartment for Sale in D P Apartment, Agarpara Kolkata",705 sqft,Ready to Move,1 out of 4,"₹
24 Lac",,,
2 BHK House for Sale in Rahara Kolkata,550 sqft,Ready to Move,Ground out of 1,"₹
25 Lac",,Resale,Semi-Furnished
2 BHK Builder Floor for Sale in Behala Chowrasta Kolkata,584 sqft,Ready to Move,3 out of 5,"₹
26 Lac",,,
3 BHK Apartment for Sale in Behala Kolkata,1280 sqft,Ready to Move,1 out of 3,"₹
85 Lac",,,
2 BHK Apartment for Sale in Behala Chowrasta Kolkata,569 sqft,Ready to Move,2 out of 3,"₹
22 Lac",,,
2 BHK Apartment for Sale in Lake Town Kolkata,984 sqft,Ready to Move,1 out of 5,"₹
85 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in Meena Residency, Tegharia Baguiati Kolkata",N/A,Ready to Move,2 out of 5,"₹
65 Lac",,,
"3 BHK Apartment for Sale in Active Acres, Eastern Metropolitan Bypass Kolkata",1484 sqft,Ready to Move,18 out of 20,"₹
1.65 Cr",,Resale,Furnished
3 BHK Apartment for Sale in Sahid Nagar Kolkata,850 sqft,Ready to Move,2 out of 3,"₹
65 Lac",,,
4 BHK House for Sale in Kankurgachi Kolkata,1700 sqft,Ready to Move,Ground out of 2,"₹
3 Cr",,,
"2 BHK Apartment for Sale in Magnolia Sports City, Barrackpore Kolkata",625 sqft,Ready to Move,7 out of 7,"₹
30 Lac",,,
2 BHK Apartment for Sale in Batanagar Kolkata,1100 sqft,Ready to Move,4 out of 10,"₹
40 Lac",,,
"2 BHK Apartment for Sale in Vedic Smart Homes, Rajarhat Kolkata",760 sqft,Ready to Move,1 out of 5,"₹
57 Lac",,,
"3 BHK Apartment for Sale in Shree Krishna Garden, Beleghata Kolkata",1343 sqft,Ready to Move,4 out of 5,"₹
2 Cr",,,
3 BHK Builder Floor for Sale in Dhakuria Kolkata,750 sqft,Ready to Move,Ground out of 4,"₹
59 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Italgacha Kolkata,784 sqft,Ready to Move,4 out of 5,"₹
40 Lac",,,
4 BHK Apartment for Sale in New Alipore Kolkata,1983 sqft,Poss. by Dec '24,6 out of 11,"₹
3.50 Cr",,,
"3 BHK Apartment for Sale in Silver Heights, Lake Town Kolkata",1500 sqft,Ready to Move,2 out of 5,"₹
95 Lac",,,
3 BHK Builder Floor for Sale in Tollygunge Kolkata,1000 sqft,Ready to Move,4 out of 4,"₹
60 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Dum Dum Cantonment Kolkata,700 sqft,Ready to Move,4 out of 5,"₹
40.5 Lac",,,
2 BHK Apartment for Sale in Gariahat Kolkata,1706 sqft,Ready to Move,3 out of 3,"₹
1.40 Cr",,,
5 BHK House for Sale in Nowdapara Kolkata,902 sqft,Ready to Move,2 out of 2,"₹
76 Lac",,,
1 BHK Apartment for Sale in Tollygunj Sodepur Bazar Kolkata,400 sqft,Ready to Move,2 out of 3,"₹
18 Lac",,,
"3 BHK Apartment for Sale in Rajwada Lake Bliss, Sonarpur Station Road Kolkata",785 sqft,Ready to Move,2 out of 4,"₹
57 Lac",,,
"3 BHK Apartment for Sale in Loharuka Freshia, Rajarhat Kolkata",794 sqft,Poss. by Mar '25,N/A,"₹
56.4 Lac",,New Property,
"3 BHK Apartment for Sale in Ambey Gateway, Chinar Park, Rajarhat Kolkata",1580 sqft,Poss. by Jan '25,8 out of 10,"₹
1.75 Cr",,,
"3 BHK Apartment for Sale in Cascades, Uniworld City, Rajarhat Newtown Kolkata",1500 sqft,Poss. by Mar '26,14 out of 18,"₹
1.05 Cr",,,
"3 BHK Apartment for Sale in Merlin Rise Sports Republic Phase 1 A, Bishnupur Rajarhat Kolkata",699 sqft,Poss. by Dec '27,6 out of 27,"₹
70.3 Lac",,,
"2 BHK Apartment for Sale in Jeet Galaxy, Nayabad Kolkata",N/A,Ready to Move,2 out of 4,"₹
40 Lac",,,
"2 BHK Apartment for Sale in Parivar Reign, Grand Trunk Road Kolkata",N/A,Ready to Move,3 out of 5,"₹
28.5 Lac",,,
"3 BHK Apartment for Sale in Devradha, Garia Kolkata",1225 sqft,Ready to Move,3 out of 3,"₹
49.8 Lac",,,
"3 BHK Apartment for Sale in Shivam Aquila, VIP Nagar, E M Bypass Kolkata",N/A,Ready to Move,12 out of 12,"₹
1.60 Cr",,Resale,Unfurnished
2 BHK Apartment for Sale in Adarsha Pally Belghoria Kolkata,586 sqft,Ready to Move,Ground out of 4,"₹
21 Lac",,,
"5 BHK Apartment for Sale in Trump Tower, Eastern Metropolitan Bypass Kolkata",N/A,Poss. by Dec '24,15 out of 28,"₹
7 Cr",,,
3 BHK Apartment for Sale in Action Area 1 Kolkata,N/A,Ready to Move,3 out of 4,"₹
1 Cr",,,
"3 BHK Apartment for Sale in Ashabari Housing Apartment, Patuli Kolkata",950 sqft,Ready to Move,5 out of 12,"₹
1 Cr",,Resale,Unfurnished
"3 BHK Apartment for Sale in 88 East, Block A Alipore Kolkata",1424 sqft,Poss. by Mar '27,11 out of 43,"₹
3.40 Cr",,,
"3 BHK Apartment for Sale in Siddha Town, Sodepur Road Kolkata",980 sqft,Ready to Move,3 out of 5,"₹
52 Lac",,,
"3 BHK Apartment for Sale in Quintessa, Kankurgachi Kolkata",1241 sqft,Poss. by Apr '28,5 out of 16,"₹
3.57 Cr",,,
2 BHK Apartment for Sale in Rajrhat Main Road Kolkata,N/A,Poss. by Dec '24,3 out of 4,"₹
28.1 Lac",,,
3 BHK Apartment for Sale in Action Area 2 Kolkata,850 sqft,Poss. by Aug '26,5 out of 7,"₹
60.6 Lac",,,
3 BHK Apartment for Sale in Jadavpur Kolkata,N/A,Poss. by Dec '24,3 out of 3,"₹
1.10 Cr",,,
"3 BHK Apartment for Sale in Ganapati Kunja, Rajarhat Kolkata",1388 sqft,Ready to Move,2 out of 5,"₹
65 Lac",,Resale,Semi-Furnished
3 BHK Apartment for Sale in Baghajatin Colony Kolkata,710 sqft,Ready to Move,3 out of 3,"₹
50 Lac",,,
3 BHK Apartment for Sale in Rajarhat Kolkata,N/A,Poss. by Feb '25,4 out of 6,"₹
53 Lac",,,
"3 BHK Villa for Sale in Shantineer, Action Area 3 Kolkata",2160 sqft,Poss. by Dec '24,N/A,"₹
85 Lac",,New Property,
2 BHK Apartment for Sale in on request Kolkata,N/A,Poss. by Nov '24,4 out of 5,"₹
36.4 Lac",2,Resale,Unfurnished
"2 BHK Apartment for Sale in Manmohini Apartment, Eastern Metropolitan Bypass Kolkata",775 sqft,Ready to Move,2 out of 4,"₹
53 Lac",,Resale,Unfurnished
3 BHK House for Sale in Palara Chandannagar Kolkata,N/A,Ready to Move,3 out of 3,"₹
53 Lac",,,
2 BHK Apartment for Sale in Salt Lake Bypass Kolkata,700 sqft,Ready to Move,15 out of 18,"₹
1.50 Cr",,,
5 BHK Apartment for Sale in Block A Lake Town Kolkata,1800 sqft,Ready to Move,4 out of 5,"₹
1.61 Cr",,,
6 BHK House for Sale in Durga Nagar Kolkata,2400 sqft,Ready to Move,2 out of 2,"₹
1.10 Cr",,,
"3 BHK Apartment for Sale in Kamalgazi, Narendrapur Kolkata",1000 sqft,Ready to Move,2 out of 5,"₹
50 Lac",,,
3 BHK Apartment for Sale in Kalipark Kolkata,782 sqft,Poss. by Dec '24,3 out of 6,"₹
52.5 Lac",,,
"3 BHK Apartment for Sale in Bengal Peerless Avidipta Phase 2, Mukundapur Kolkata",1233 sqft,Poss. by Nov '24,45 out of 46,"₹
3.10 Cr",,,
"3 BHK Apartment for Sale in Vinayak Vista, Lake Town Kolkata",N/A,Poss. by Jun '26,12 out of 25,"₹
1.10 Cr",,,
"4 BHK Apartment for Sale in Siddha Sky Blu, Tangra Kolkata",N/A,Ready to Move,12 out of 34,"₹
3.10 Cr",,,
2 BHK Apartment for Sale in Ballygunge Kolkata,1200 sqft,Ready to Move,5 out of 7,"₹
1.55 Cr",,,
"4 BHK Apartment for Sale in Trump Tower, Science City Area Kolkata",2400 sqft,Poss. by Dec '24,20 out of 36,"₹
6 Cr",,,
"2 BHK Apartment for Sale in Sarada Apartment, James Long Sarani Kolkata",N/A,Ready to Move,2 out of 4,"₹
40 Lac",,,
"2 BHK Apartment for Sale in Rajwada Rosewood, Narendrapur Rajpur Sonarpur Kolkata",742 sqft,Ready to Move,2 out of 4,"₹
42 Lac",,,
3 BHK Apartment for Sale in Viveknagar Garfa Kolkata,650 sqft,Ready to Move,Ground out of 3,"₹
32 Lac",,,
"3 BHK Apartment for Sale in Urvisha The Condoville, New Town Kolkata",1017 sqft,Poss. by Oct '26,4 out of 11,"₹
1.90 Cr",,,
"3 BHK Apartment for Sale in Laguna, Science City Area Kolkata",N/A,Poss. by Dec '26,8 out of 18,"₹
1.55 Cr",,,
3 BHK Builder Floor for Sale in New Town Kolkata,N/A,Ready to Move,4 out of 5,"₹
1 Cr",,Resale,Unfurnished
"2 BHK Apartment for Sale in Ganapati Residency, Rajarhat Kolkata",701 sqft,Ready to Move,6 out of 6,"₹
41.5 Lac",,,
2 BHK Apartment for Sale in Dhakuria Kolkata,N/A,Poss. by Dec '24,1 out of 3,"₹
52.5 Lac",,,
"3 BHK Apartment for Sale in Urbana NRI Complex, Eastern Metropolitan Bypass Kolkata",N/A,Poss. by Mar '28,31 out of 45,"₹
4.25 Cr",,,
"4 BHK Apartment for Sale in Navyom, New Alipore Kolkata",N/A,Poss. by Aug '25,8 out of 11,"₹
4 Cr",,Resale,Unfurnished
3 BHK Apartment for Sale in Southern Bypass Kolkata,N/A,Poss. by Dec '25,7 out of 11,"₹
49.5 Lac",,,
2 BHK Apartment for Sale in Kasba Kolkata,N/A,Poss. by Dec '24,1 out of 2,"₹
32.5 Lac",,,
"3 BHK Apartment for Sale in Sakher Bazar, Purba Barisha Kolkata",1200 sqft,Ready to Move,4 out of 5,"₹
90 Lac",,,
3 BHK House for Sale in Barasat Kolkata,600 sqft,Ready to Move,1 out of 2,"₹
45 Lac",,,
2 BHK Apartment for Sale in Ward Number 118 Kolkata,900 sqft,Ready to Move,3 out of 3,"₹
45 Lac",,,
3 BHK Apartment for Sale in Rajpur Sonarpur Kolkata,782 sqft,Ready to Move,4 out of 4,"₹
60 Lac",,,
"2 BHK Apartment for Sale in Neelam Apartment, Park Street Kolkata",1180 sqft,Ready to Move,5 out of 6,"₹
2.38 Cr",,Resale,Furnished
6 BHK House for Sale in Narendrapur Rajpur Sonarpur Kolkata,82 sqm,Ready to Move,Ground out of 3,"₹
70 Lac",,,
"3 BHK Apartment for Sale in Amtala, Diamond Harbour Road Kolkata",943 sqft,Ready to Move,3 out of 4,"₹
39 Lac",,,
5 BHK Apartment for Sale in Central Avenue Kolkata,N/A,Ready to Move,2 out of 4,"₹
1.90 Cr",,,
3 BHK Builder Floor for Sale in Botanical Garden Area Kolkata,N/A,Ready to Move,Ground out of 4,"₹
70 Lac",,,
2 BHK Apartment for Sale in Beleghata Kolkata,915 sqft,Ready to Move,2 out of 4,"₹
75 Lac",,,
2 BHK Apartment for Sale in Dhakuria Kolkata,N/A,Ready to Move,3 out of 3,"₹
60 Lac",,,
2 BHK Apartment for Sale in Garia Kolkata,740 sqft,Ready to Move,1 out of 3,"₹
27 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Naktala, Garia Kolkata",850 sqft,Ready to Move,2 out of 3,"₹
35 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Bina Apartment, Gopalpur Kolkata",663 sqft,Ready to Move,Ground out of 3,"₹
26 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Purbachal Haltu Kolkata,1060 sqft,Ready to Move,1 out of 3,"₹
62 Lac",,,
"2 BHK Apartment for Sale in PS Alankaar, Behala Kolkata",640 sqft,Ready to Move,2 out of 4,"₹
43 Lac",,,
"3 BHK Apartment for Sale in Symphony Towers, Behala Chowrasta Kolkata",N/A,Ready to Move,2 out of 10,"₹
80 Lac",,,
"2 BHK Apartment for Sale in Bosepukur, Kasba Kolkata",N/A,Ready to Move,Ground out of 3,"₹
30 Lac",,,
2 BHK Apartment for Sale in Howrah AC Market Kolkata,N/A,Ready to Move,12 out of 13,"₹
55 Lac",,,
"2 BHK Apartment for Sale in Bhawani Courtyard, Madhyamgram Kolkata",N/A,Ready to Move,6 out of 6,"₹
58 Lac",,,
2 BHK Builder Floor for Sale in Airport Area Kolkata,467 sqft,Ready to Move,Ground out of 4,"₹
22 Lac",,Resale,Unfurnished
"1 BHK House for Sale in Makardah, Howrah Kolkata",N/A,Ready to Move,Ground out of 1,"₹
33 Lac",,,
"2 BHK Apartment for Sale in East Enclave, New Town Kolkata",50 sqm,Ready to Move,1 out of 4,"₹
44 Lac",,,
2 BHK Apartment for Sale in Naipukur Kolkata,760 sqft,Ready to Move,2 out of 4,"₹
28 Lac",,Resale,Semi-Furnished
"3 BHK Apartment for Sale in Sherwood Estate, Narendrapur Rajpur Sonarpur Kolkata",988 sqft,Ready to Move,2 out of 4,"₹
65 Lac",,,
2 BHK Apartment for Sale in Kolkata,N/A,Ready to Move,3 out of 3,"₹
28 Lac",,,
2 BHK Apartment for Sale in Ichapur Kolkata,768 sqft,Ready to Move,1 out of 4,"₹
32 Lac",,,
4 BHK House for Sale in Sonarpur Kolkata,1600 sqft,Ready to Move,1 out of 2,"₹
85 Lac",,,
2 BHK Builder Floor for Sale in College Street Bata Kolkata,N/A,Ready to Move,2 out of 3,"₹
70 Lac",,,
"6 BHK House for Sale in Sealdah, Raja Bazar Kolkata",2805 sqft,Ready to Move,2 out of 3,"₹
4.25 Cr",,,
"3 BHK Villa for Sale in Southern Vista, Rajpur Sonarpur Kolkata",N/A,Ready to Move,N/A,"₹
1.03 Cr",,Resale,
"3 BHK Apartment for Sale in Ozone Kolkata, Eastern Metropolitan Bypass Kolkata",N/A,Ready to Move,8 out of 18,"₹
1.75 Cr",,,
"3 BHK Apartment for Sale in Rajwadi Complex, Ballygunge Kolkata",1110 sqft,Ready to Move,4 out of 5,"₹
1.90 Cr",,,
"2 BHK Apartment for Sale in Chinar Park, Rajarhat Kolkata",612 sqft,Ready to Move,2 out of 4,"₹
34 Lac",2,Resale,Furnished
"2 BHK Apartment for Sale in Godrej Seven, Joka Kolkata",514 sqft,Ready to Move,11 out of 12,"₹
54 Lac",,,
"2 BHK Apartment for Sale in Swapno Puron, Amtala, Diamond Harbour Road Kolkata",475 sqft,Ready to Move,4 out of 5,"₹
24 Lac",,,
2 BHK Apartment for Sale in Beleghata Kolkata,650 sqft,Ready to Move,2 out of 5,"₹
35 Lac",,,
"3 BHK Apartment for Sale in Prinsep, Batanagar Kolkata",N/A,Ready to Move,19 out of 26,"₹
1 Cr",,,
"3 BHK Apartment for Sale in Clubtown Gateway, New Town Kolkata",1056 sqft,Ready to Move,3 out of 5,"₹
95 Lac",,,
4 BHK House for Sale in Barasat Kolkata,N/A,Ready to Move,N/A,"₹
52 Lac",,Resale,
2 BHK Apartment for Sale in Gulshan Colony Kolkata,605 sqft,Ready to Move,2 out of 4,"₹
25 Lac",,,
2 BHK Apartment for Sale in Panchpota Kolkata,695 sqft,Ready to Move,1 out of 5,"₹
28.5 Lac",,,
3 BHK Apartment for Sale in Prince Anwar Shah Road Kolkata,N/A,Ready to Move,2 out of 3,"₹
1.07 Cr",,Resale,Unfurnished
"3 BHK Apartment for Sale in Joyville Howrah, Howrah Kolkata",N/A,Ready to Move,5 out of 20,"₹
55 Lac",,,
2 BHK Apartment for Sale in Garia Kolkata,N/A,Ready to Move,2 out of 4,"₹
27.7 Lac",,,
1 BHK Apartment for Sale in Birati Kolkata,510 sqft,Ready to Move,1 out of 4,"₹
19.8 Lac",,,
"3 BHK Apartment for Sale in Samadrita CHS, Kasba Kolkata",860 sqft,Ready to Move,4 out of 5,"₹
90 Lac",,,
"3 BHK Apartment for Sale in Urvisha The Condoville, New Town Kolkata",N/A,Poss. by Oct '26,1 out of 5,"₹
2.20 Cr",,,
"1 BHK Apartment for Sale in Greenfield Ambition, Action Area 2D Kolkata",340 sqft,Ready to Move,3 out of 3,"₹
30 Lac",,,
"3 BHK Apartment for Sale in Unimark Lakewood Estate, Patuli Kolkata",778 sqft,Ready to Move,12 out of 18,"₹
1.30 Cr",,,
"2 BHK Apartment for Sale in Anubhav Apartment, Rajarhat Kolkata",N/A,Ready to Move,3 out of 5,"₹
14 Lac",,,
"3 BHK Apartment for Sale in Calcutta Riverside, Maheshtala Kolkata",770 sqft,Ready to Move,12 out of 14,"₹
25 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Dum Dum Kolkata,900 sqft,Ready to Move,2 out of 5,"₹
40 Lac",,,
2 BHK Apartment for Sale in Bondel Road Kolkata,950 sqft,Ready to Move,2 out of 4,"₹
83 Lac",,,
2 BHK Apartment for Sale in Naihati Station Road Kolkata,680 sqft,Ready to Move,1 out of 4,"₹
23.8 Lac",,,
"2 BHK Apartment for Sale in Anupama Housing Complex, Vip Road Kolkata",840 sqft,N/A,1 out of 4,"₹
55 Lac",,Resale,
3 BHK Apartment for Sale in Minto Park Area Kolkata,1800 sqft,Ready to Move,1 out of 6,"₹
3.30 Cr",,Resale,Unfurnished
"2 BHK Apartment for Sale in Trinayani Apartment, Bansdroni Kolkata",N/A,Ready to Move,3 out of 4,"₹
27 Lac",,Resale,Unfurnished
10 BHK House for Sale in Dutta Bagan Akra Kolkata,N/A,Ready to Move,N/A,"₹
9 Cr",,Resale,
1 BHK Apartment for Sale in Santoshpur Avenue Kolkata,360 sqft,Ready to Move,1 out of 3,"₹
31 Lac",,,
4 BHK Builder Floor for Sale in Jodhpur Park Kolkata,N/A,Ready to Move,2 out of 3,"₹
1.80 Cr",,Resale,Unfurnished
"1 BHK Apartment for Sale in Eden Meghbalika, Baruipur Kolkata",N/A,Ready to Move,3 out of 5,"₹
18 Lac",,Resale,Unfurnished
3 BHK Apartment for Sale in Entally Kolkata,1350 sqft,Ready to Move,5 out of 7,"₹
1.41 Cr",,,
2 BHK Apartment for Sale in Dhakuria Kolkata,529 sqft,Ready to Move,2 out of 3,"₹
30 Lac",,,
2 BHK Apartment for Sale in Kamalgazi Sonarpur Road Kolkata,N/A,Ready to Move,2 out of 3,"₹
26 Lac",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Avinash villa Kolkata,706 sqft,Ready to Move,2 out of 2,"₹
18 Lac",,Resale,Unfurnished
"4 BHK Villa for Sale in Kolkata West International City, Howrah Kolkata",N/A,Ready to Move,N/A,"₹
95 Lac",,Resale,
"3 BHK Apartment for Sale in M.B Tower, Rajarhat Kolkata",1400 sqft,Ready to Move,4 out of 6,"₹
90 Lac",,Resale,Unfurnished
"3 BHK Apartment for Sale in NBCC Vibgyor Towers, Action Area 1 Kolkata",N/A,Ready to Move,8 out of 14,"₹
89 Lac",,,
1 BHK Apartment for Sale in Joka Kolkata,N/A,Ready to Move,Ground out of 5,"₹
24 Lac",,,
"2 BHK Apartment for Sale in P.G Apartment, Sodepur Kolkata",650 sqft,Ready to Move,1 out of 5,"₹
19.8 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Magnolia Prestige, Rajarhat Kolkata",N/A,Ready to Move,2 out of 4,"₹
35 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in I Red Usha, Halisahar, Kanchrapara Kolkata",740 sqft,Ready to Move,4 out of 4,"₹
25 Lac",,,
2 BHK Apartment for Sale in Picnic Garden Road Kolkata,520 sqft,Ready to Move,2 out of 4,"₹
30 Lac",,New Property,Furnished
"3 BHK Apartment for Sale in Aparna, Garia Kolkata",800 sqft,Ready to Move,1 out of 3,"₹
52 Lac",,,
"2 BHK Apartment for Sale in Dakshini, Garia Kolkata",N/A,Ready to Move,10 out of 10,"₹
90 Lac",,Resale,Unfurnished
2 BHK Apartment for Sale in Bediapara South Dumdum Kolkata,625 sqft,Ready to Move,2 out of 2,"₹
25 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Hiland Greens, Maheshtala Kolkata",N/A,Ready to Move,11 out of 14,"₹
45 Lac",,,
"3 BHK Villa for Sale in Srijan Nirvana, Eastern Metropolitan Bypass Kolkata",1119 sqft,Ready to Move,N/A,"₹
1.03 Cr",,Resale,
2 BHK Apartment for Sale in Rajpur Sonarpur Kolkata,N/A,Ready to Move,2 out of 5,"₹
30 Lac",2,Resale,Unfurnished
"2 BHK Apartment for Sale in Dakshinatya, Baruipur Kolkata",N/A,Ready to Move,1 out of 4,"₹
20 Lac",,,
4 BHK Villa for Sale in Bakhrahat Kolkata,3000 sqft,Ready to Move,N/A,"₹
2 Cr",,Resale,
"3 BHK Apartment for Sale in Ganguly 4 Sight Grand Castle, Mahamaya Tala, Garia Kolkata",1000 sqft,Ready to Move,11 out of 19,"₹
1.30 Cr",,Resale,Unfurnished
2 BHK Apartment for Sale in Dutta Para Kolkata,N/A,Ready to Move,Ground out of 3,"₹
30 Lac",,,
3 BHK Apartment for Sale in Bagmari Kolkata,983 sqft,Poss. by Oct '26,25 out of 25,"₹
1.60 Cr",,,
3 BHK House for Sale in Nabapally Barasat Kolkata,1000 sqft,Ready to Move,Ground out of 1,"₹
98 Lac",,,
"3 BHK Apartment for Sale in Jheel Tower, Jheel Road Kolkata",1100 sqft,Poss. by Feb '25,1 out of 5,"₹
79 Lac",,,
9 BHK House for Sale in Dover Lane Kolkata,1600 sqft,Ready to Move,3 out of 3,"₹
4 Cr",,,
2 BHK Apartment for Sale in Tollygunge Karunamoyee Kolkata,616 sqft,Poss. by Feb '25,Ground out of 4,"₹
29 Lac",,,
2 BHK Builder Floor for Sale in Madhyamgram Kolkata,720 sqft,Ready to Move,4 out of 5,"₹
29 Lac",,,
2 BHK Apartment for Sale in Behala Kolkata,680 sqft,Ready to Move,2 out of 4,"₹
35 Lac",,,
"3 BHK Apartment for Sale in Sakher Bazar, Purba Barisha Kolkata",1120 sqft,Ready to Move,3 out of 4,"₹
45 Lac",,,
3 BHK Apartment for Sale in Manisudha Abasan Kolkata,996 sqft,Ready to Move,Ground out of 5,"₹
25 Lac",,Resale,Unfurnished
"2 BHK Apartment for Sale in Arrjavv Sonar Kella, Baruipur Kolkata",869 sqft,Ready to Move,3 out of 5,"₹
33 Lac",,Resale,Furnished
"2 BHK Apartment for Sale in Barasat Ph I & II, Barasat Kolkata",1000 sqft,Ready to Move,1 out of 4,"₹
28 Lac",,,
"3 BHK Apartment for Sale in Active Acres, Eastern Metropolitan Bypass Kolkata",1260 sqft,Ready to Move,5 out of 22,"₹
1.35 Cr",,,
6 BHK House for Sale in Salt Lake City Kolkata,4420 sqft,Ready to Move,1 out of 2,"₹
7 Cr",,,
5 BHK House for Sale in Sodepur Kolkata,3000 sqft,Ready to Move,1 out of 3,"₹
2 Cr",,,
3 BHK Builder Floor for Sale in Nayabad Kolkata,1080 sqft,Ready to Move,2 out of 3,"₹
64 Lac",,,
"3 BHK Apartment for Sale in Merlin The Fourth, Sector 5 Salt Lake City Kolkata",N/A,N/A,18 out of 26,"₹
2.60 Cr",,Resale,
"3 BHK Apartment for Sale in Circular Court Building, Acharya Jagadish Chandra Bose Road Kolkata",2300 sqft,Ready to Move,5 out of 5,"₹
1.95 Cr",,,
2 BHK Builder Floor for Sale in Picnic Garden Road Kolkata,638 sqft,Ready to Move,1 out of 4,"₹
45 Lac",,Resale,Furnished
3 BHK Apartment for Sale in Lake View Road Kolkata,1000 sqft,Ready to Move,4 out of 4,"₹
1.30 Cr",,,
"3 BHK Builder Floor for Sale in Ganguly Bagan, Beliaghata Kolkata",1280 sqft,Ready to Move,3 out of 3,"₹
60 Lac",,Resale,Semi-Furnished
2 BHK Apartment for Sale in Joka Kolkata,N/A,Ready to Move,6 out of 15,"₹
48 Lac",2,Resale,Unfurnished
2 BHK House for Sale in Ballygunge Kolkata,1084 sqft,Ready to Move,1 out of 2,"₹
80 Lac",,,
"2 BHK Apartment for Sale in Merlin Sapphire, Behala Kolkata",677 sqft,Ready to Move,2 out of 4,"₹
55 Lac",,Resale,Semi-Furnished
4 BHK House for Sale in Burdwan Road Kolkata,N/A,Ready to Move,N/A,"₹
70 Lac",,Resale,
3 BHK Apartment for Sale in Kasba Kolkata,N/A,Ready to Move,4 out of 4,"₹
78 Lac",2,Resale,Semi-Furnished
2 BHK Apartment for Sale in Thakurpukur Kolkata,650 sqft,Ready to Move,1 out of 5,"₹
33 Lac",2,Resale,Unfurnished
4 BHK Apartment for Sale in Ramchandrapur Narendrapur Kolkata,1077 sqft,Ready to Move,3 out of 4,"₹
70 Lac",,,
"1 BHK Apartment for Sale in Shapoorji Joyville Howrah Tower A1 Pinnacle, Salap Kolkata",420 sqft,Ready to Move,8 out of 19,"₹
38 Lac",,Resale,Furnished
"6 BHK House for Sale in Chandannagar, Hooghly-Chinsurah Kolkata",3032 sqft,Ready to Move,1 out of 2,"₹
85 Lac",,,
2 BHK Builder Floor for Sale in Garia Kolkata,716 sqft,Ready to Move,2 out of 3,"₹
35 Lac",,,
2 BHK Builder Floor for Sale in Behala Chowrasta Kolkata,729 sqft,Ready to Move,4 out of 5,"₹
48 Lac",,,
5 BHK House for Sale in Manicktala Ichapur Kolkata,4000 sqft,Ready to Move,N/A,"₹
91 Lac",,Resale,
2 BHK House for Sale in Shyamnagar Kolkata,950 sqft,Ready to Move,1 out of 1,"₹
65 Lac",,,
3 BHK House for Sale in Dankuni Kolkata,1850 sqft,Ready to Move,Ground out of 1,"₹
48 Lac",,Resale,Unfurnished
