City,Price,Area (sqft),Construction Status,BHK,Bathrooms,Location_encoded
0,2950000.0,712,0,1.0,1.0,18
0,4000000.0,550,0,1.0,1.0,119
0,8700000.0,450,0,1.0,1.0,223
0,3600000.0,640,0,1.0,1.0,289
0,4095000.0000000005,650,0,1.0,1.0,423
0,9000000.0,560,0,1.0,1.0,455
0,9400000.0,450,0,1.0,1.0,455
0,8400000.0,710,0,1.0,2.0,130
0,9500000.0,950,0,1.0,2.0,130
0,3550000.0,590,0,1.0,2.0,181
0,3600000.0,610,0,1.0,2.0,181
0,4200000.0,725,0,1.0,2.0,181
0,12500000.0,640,0,1.0,2.0,251
0,3200000.0,650,0,1.0,2.0,321
0,4000000.0,650,0,1.0,2.0,321
0,4900000.0,620,0,1.0,2.0,321
0,11500000.0,680,0,1.0,2.0,352
0,14000000.0,450,0,1.0,2.0,19
0,11200000.000000002,600,0,1.0,2.0,70
0,9400000.0,650,0,1.0,2.0,95
0,9000000.0,650,0,1.0,2.0,169
0,4700000.0,595,0,1.0,2.0,175
0,6600000.0,650,0,1.0,2.0,175
0,6800000.0,645,0,1.0,2.0,175
0,9200000.0,565,0,1.0,2.0,176
0,8300000.0,730,0,1.0,2.0,251
0,9000000.0,689,0,1.0,2.0,251
0,3150000.0,660,0,1.0,2.0,289
0,2255000.0,590,0,1.0,2.0,303
0,2445000.0,645,0,1.0,2.0,303
0,7000000.0,450,0,1.0,2.0,425
0,3800000.0,695,0,1.0,2.0,447
1,3400000.0,615,0,1.0,3.0,111
1,3200000.0,625,0,1.0,3.0,145
1,7300000.0,700,0,1.0,3.0,220
1,4700000.0,660,0,1.0,3.0,440
1,4000000.0,510,0,1.0,2.0,0
1,3999000.0,470,0,1.0,2.0,244
1,5700000.0,485,0,1.0,2.0,333
1,5787000.0,443,0,1.0,2.0,333
1,5500000.0,850,0,1.0,2.0,127
1,5600000.0,650,0,1.0,2.0,471
1,4500000.0,630,0,1.0,2.0,183
1,4524000.0,572,0,1.0,2.0,111
1,3175000.0,645,0,1.0,2.0,145
1,5000000.0,560,0,1.0,2.0,244
1,4600000.0,613,0,1.0,2.0,440
1,4600000.0,644,0,1.0,2.0,440
0,5300000.0,720,0,1.0,3.0,202
0,5800000.0,490,0,1.0,3.0,425
0,10700000.0,660,0,1.0,2.0,251
0,11000000.0,690,0,1.0,2.0,251
0,11500000.0,650,0,1.0,2.0,251
0,12000000.0,650,0,1.0,2.0,251
0,12700000.0,550,0,1.0,2.0,251
1,5800000.0,635,0,1.0,2.0,46
1,6600000.0,550,0,1.0,2.0,145
1,4500000.0,480,0,1.0,3.0,343
1,3100000.0,600,0,1.0,2.0,435
1,3000000.0,575,0,1.0,2.0,469
1,5500000.0,480,0,1.0,3.0,471
1,3465999.9999999995,520,0,1.0,2.0,31
1,2977000.0,616,0,1.0,2.0,127
1,3950000.0,475,0,1.0,2.0,356
1,3965000.0,477,0,1.0,2.0,356
1,4325000.0,527,0,1.0,2.0,356
1,2800000.0,510,0,1.0,2.0,469
1,3500000.0,600,0,1.0,2.0,469
1,4300000.0,805,0,1.0,2.0,469
1,4500000.0,730,0,1.0,2.0,469
0,10600000.0,439,0,1.0,2.0,223
0,10700000.0,444,0,1.0,2.0,223
0,11600000.0,478,0,1.0,2.0,223
0,11700000.0,484,0,1.0,2.0,223
0,9499000.0,420,0,1.0,2.0,223
0,9635000.0,426,0,1.0,2.0,223
1,5800000.0,650,0,1.0,4.0,150
1,5900000.0,650,0,1.0,4.0,150
1,6000000.0,650,0,1.0,4.0,150
1,8500000.0,653,0,1.0,2.0,220
1,6000000.0,650,0,1.0,4.0,460
1,5252000.0,512,0,1.0,2.0,46
1,4590000.0,393,0,1.0,2.0,255
1,10200000.0,502,0,1.0,3.0,278
1,10200000.0,502,0,1.0,3.0,278
1,10300000.0,505,0,1.0,4.0,278
1,13500000.0,663,0,1.0,1.0,278
1,13500000.0,663,0,1.0,2.0,278
1,13500000.0,663,0,1.0,3.0,278
1,15700000.0,770,0,1.0,3.0,278
0,7000000.0,400,0,1.0,3.0,176
0,11500000.0,550,0,1.0,3.0,180
0,9700000.0,450,0,1.0,3.0,180
0,9900000.0,430,0,1.0,3.0,180
0,11500000.0,461,0,1.0,3.0,274
0,2380000.0,590,0,1.0,3.0,289
0,2490000.0,590,0,1.0,3.0,289
0,4000000.0,680,0,1.0,3.0,461
0,2016000.0,336,0,1.0,2.0,66
0,2400000.0,400,0,1.0,2.0,66
0,2856000.0,476,0,1.0,2.0,66
0,11500000.0,488,0,1.0,2.0,131
0,5850000.0,720,0,1.0,2.0,175
0,6400000.0,735,0,1.0,2.0,202
0,2575000.0,695,0,1.0,2.0,11
0,2550000.0,630,0,1.0,2.0,18
0,14500000.0,500,0,1.0,2.0,19
0,12500000.0,430,0,1.0,2.0,70
0,9500000.0,600,0,1.0,2.0,176
0,8500000.0,600,0,1.0,2.0,367
0,6400000.0,685,0,1.0,2.0,432
0,8300000.0,500,0,1.0,2.0,306
0,9000000.0,650,0,1.0,2.0,306
0,9500000.0,600,0,1.0,2.0,306
1,4200000.0,623,0,1.0,2.0,255
0,11000000.0,510,0,1.0,2.0,50
0,11000000.0,510,0,1.0,2.0,50
0,8000000.0,680,0,1.0,2.0,53
0,21000000.0,790,0,1.0,2.0,138
0,11600000.0,550,0,1.0,2.0,180
0,11800000.0,550,0,1.0,2.0,180
0,2600000.0,520,0,1.0,2.0,288
0,8500000.0,680,0,1.0,2.0,373
0,4000000.0,690,0,1.0,2.0,418
0,18500000.0,544,0,1.0,2.0,458
0,13500000.0,553,0,1.0,2.0,18
0,13500000.0,572,0,1.0,2.0,18
0,10000000.0,420,0,1.0,2.0,161
0,8500000.0,720,0,1.0,2.0,273
0,8400000.0,659,0,1.0,2.0,455
1,6200000.0,540,0,1.0,2.0,220
1,7500000.0,633,0,1.0,2.0,220
1,4200000.0,539,0,1.0,2.0,106
1,5300000.0,690,0,1.0,2.0,106
1,4500000.0,750,0,1.0,2.0,213
1,4100000.0,616,0,1.0,2.0,350
1,4100000.0,725,0,1.0,2.0,350
0,3600000.0,585,0,1.0,3.0,172
0,15500000.0,482,0,1.0,2.0,202
0,5500000.0,615,0,1.0,3.0,266
0,3600000.0,650,0,1.0,3.0,448
0,4000000.0,365,0,1.0,2.0,266
0,4900000.0,550,0,1.0,2.0,266
0,8100000.0,550,0,1.0,2.0,425
0,8500000.0,384,0,1.0,2.0,455
0,11500000.0,470,0,1.0,2.0,19
0,6700000.0,412,0,1.0,2.0,266
0,7200000.0,430,0,1.0,2.0,266
0,5500000.0,790,0,1.0,2.0,432
0,7950000.0,500,0,1.0,2.0,455
0,8850000.0,518,0,1.0,2.0,455
0,8850000.0,538,0,1.0,2.0,455
0,9100000.0,518,0,1.0,2.0,455
0,5600000.0,680,0,1.0,2.0,118
0,5700000.0,720,0,1.0,2.0,118
0,10000000.0,430,0,1.0,2.0,131
0,10500000.0,430,0,1.0,2.0,131
0,8000000.0,322,0,1.0,2.0,131
0,10000000.0,405,0,1.0,2.0,132
0,11399999.999999998,439,0,1.0,2.0,160
0,7800000.0,502,0,1.0,2.0,177
0,6080000.0,600,0,1.0,2.0,266
0,6600000.0,710,0,1.0,2.0,266
0,2299000.0,585,0,1.0,2.0,11
0,2450000.0,620,0,1.0,2.0,12
0,6700000.0,300,0,1.0,2.0,71
0,8700000.0,450,0,1.0,2.0,223
0,6160000.0,670,0,1.0,2.0,266
0,6900000.0,755,0,1.0,2.0,266
0,7200000.0,745,0,1.0,2.0,266
0,2500000.0,595,0,1.0,2.0,289
0,2700000.0,545,0,1.0,2.0,289
0,2850000.0,595,0,1.0,2.0,289
0,3200000.0,520,0,1.0,2.0,289
0,9000000.0,560,0,1.0,2.0,455
0,9400000.0,450,0,1.0,2.0,455
0,4500000.0,300,0,1.0,2.0,466
0,5650000.0,600,0,1.0,2.0,486
0,8500000.0,650,0,1.0,2.0,425
0,1938000.0,323,0,1.0,2.0,66
0,8500000.0,650,0,1.0,2.0,251
0,8500000.0,650,0,1.0,2.0,251
0,6300000.0,730,0,1.0,2.0,266
0,11500000.0,726,0,1.0,2.0,251
0,12500000.0,595,0,1.0,2.0,251
0,13000000.0,570,0,1.0,2.0,251
0,10400000.0,607,0,1.0,2.0,78
0,10000000.0,650,0,1.0,2.0,306
0,8500000.0,650,0,1.0,2.0,306
0,9500000.0,500,0,1.0,2.0,306
0,3000000.0,705,0,1.0,2.0,418
1,5500000.0,585,0,1.0,3.0,440
1,4869000.0,412,0,1.0,3.0,422
1,4961000.0,420,0,1.0,3.0,422
1,3200000.0,752,0,1.0,2.0,5
1,2882000.0,419,0,1.0,2.0,80
1,2944000.0,430,0,1.0,2.0,80
1,3299000.0,457,0,1.0,2.0,80
1,3478000.0,470,0,1.0,2.0,80
1,3527000.0000000005,477,0,1.0,2.0,80
1,3700000.0,500,0,1.0,2.0,80
1,3299000.0,416,0,1.0,4.0,343
1,3399000.0,437,0,1.0,4.0,343
1,3486999.9999999995,448,0,1.0,4.0,343
0,13500000.0,701,0,1.0,1.0,19
0,2399000.0,550,0,1.0,1.0,33
0,7476000.000000001,380,0,1.0,1.0,50
0,8710000.0,552,0,1.0,1.0,177
0,2700000.0,610,0,1.0,1.0,186
0,2700000.0,610,0,1.0,1.0,186
0,6800000.0,624,0,1.0,1.0,215
0,12500000.0,800,0,1.0,1.0,251
0,12900000.0,704,0,1.0,1.0,251
0,8600000.0,592,0,1.0,1.0,251
0,8600000.0,711,0,1.0,1.0,251
1,3515999.9999999995,525,0,1.0,2.0,469
1,3515999.9999999995,525,0,1.0,2.0,469
1,3515999.9999999995,525,0,1.0,2.0,469
1,3595000.0000000005,538,0,1.0,2.0,469
1,3595000.0000000005,538,0,1.0,2.0,469
1,3874000.0,582,0,1.0,2.0,469
1,3874000.0,582,0,1.0,2.0,469
1,3879000.0,584,0,1.0,2.0,469
1,3879000.0,584,0,1.0,2.0,469
1,3908000.0,407,0,1.0,2.0,469
1,4326000.0,659,0,1.0,2.0,469
1,4326000.0,659,0,1.0,2.0,469
1,4326000.0,659,0,1.0,2.0,469
1,4326000.0,659,0,1.0,2.0,469
1,5587000.0,582,0,1.0,2.0,469
1,5606000.0,584,0,1.0,2.0,469
1,6326000.0,659,0,1.0,2.0,469
0,3800000.0,800,0,1.0,2.0,202
0,7500000.0,646,0,1.0,2.0,425
0,8600000.0,590,0,1.0,2.0,425
0,2700000.0,540,0,1.0,4.0,287
0,3400000.0,660,0,1.0,4.0,289
0,5200000.0,695,0,1.0,4.0,425
0,7500000.0,654,0,1.0,4.0,425
0,3500000.0,625,0,1.0,4.0,447
0,11800000.0,520,0,1.0,4.0,466
0,11500000.0,525,0,1.0,1.0,18
0,10800000.0,405,0,1.0,1.0,78
0,6800000.0,650,0,1.0,1.0,175
0,11900000.0,575,0,1.0,1.0,322
0,13000000.0,575,0,1.0,1.0,466
0,13200000.0,575,0,1.0,1.0,466
0,3500000.0,420,0,1.0,2.0,55
0,11100000.000000002,530,0,1.0,2.0,69
0,12300000.0,588,0,1.0,2.0,78
0,15500000.0,400,0,1.0,2.0,93
0,5500000.0,730,0,1.0,2.0,117
0,9500000.0,600,0,1.0,1.0,131
0,11700000.0,420,0,1.0,1.0,138
0,10300000.0,440,0,1.0,1.0,139
0,9625000.0,576,0,1.0,2.0,160
0,13000000.0,650,0,1.0,2.0,161
0,2999000.0,650,0,1.0,2.0,171
0,3500000.0,580,0,1.0,2.0,171
0,9400000.0,490,0,1.0,2.0,176
0,10500000.0,400,0,1.0,1.0,177
0,10500000.0,601,0,1.0,2.0,177
0,8800000.0,395,0,1.0,1.0,177
0,10000000.0,590,0,1.0,2.0,223
0,8999000.0,499,0,1.0,2.0,250
0,7825000.0,450,0,1.0,2.0,251
0,6600000.0,730,0,1.0,2.0,266
0,7000000.0,547,0,1.0,2.0,266
0,7000000.0,680,0,1.0,2.0,266
0,7700000.0,725,0,1.0,2.0,266
0,5300000.0,500,0,1.0,2.0,425
0,3700000.0,650,0,1.0,2.0,462
0,13000000.0,432,0,1.0,2.0,466
0,9400000.0,530,0,1.0,2.0,131
0,11000000.0,700,0,1.0,2.0,306
0,11500000.0,420,0,1.0,2.0,408
0,2890000.0,750,0,1.0,3.0,34
0,13500000.0,650,0,1.0,1.0,70
0,9900000.0,610,0,1.0,1.0,70
0,10500000.0,450,0,1.0,3.0,78
0,12000000.0,435,0,1.0,3.0,78
0,9000000.0,550,0,1.0,1.0,95
0,8900000.0,700,0,1.0,3.0,161
0,7800000.0,550,0,1.0,3.0,176
0,5390000.0,750,0,1.0,1.0,266
0,8500000.0,530,0,1.0,1.0,274
0,9300000.0,530,0,1.0,3.0,274
0,9600000.0,530,0,1.0,1.0,274
0,2900000.0,700,0,1.0,1.0,418
0,5100000.0,550,0,1.0,3.0,425
0,4200000.0,640,0,1.0,1.0,432
0,4325000.0,655,0,1.0,3.0,432
1,7000000.0,650,0,1.0,3.0,145
1,3404999.9999999995,318,0,1.0,2.0,46
1,3343000.0,421,0,1.0,2.0,80
1,3400000.0,430,0,1.0,2.0,80
0,6320000.0,650,0,1.0,3.0,266
0,3500000.0,580,0,1.0,3.0,287
0,6100000.0,700,0,1.0,3.0,287
0,8700000.0,500,0,1.0,3.0,455
1,3500000.0,600,0,1.0,2.0,435
0,5500000.0,580,0,1.0,2.0,53
0,10500000.0,650,0,1.0,2.0,89
0,3700000.0,505,0,1.0,2.0,117
0,4200000.0,575,0,1.0,2.0,118
0,11000000.0,600,0,1.0,2.0,134
0,11700000.0,600,0,1.0,2.0,134
0,4400000.0,710,0,1.0,2.0,171
0,5585000.0,707,0,1.0,2.0,172
0,8000000.0,710,0,1.0,2.0,266
0,10800000.0,475,0,1.0,2.0,408
0,7900000.0,360,0,1.0,2.0,455
0,1950000.0,583,0,1.0,4.0,66
0,5360000.0,675,0,1.0,4.0,119
0,2800000.0,600,0,1.0,4.0,463
0,3000000.0,411,0,1.0,2.0,119
0,4750000.0,710,0,1.0,2.0,166
0,4000000.0,570,0,1.0,2.0,172
0,4400000.0,666,0,1.0,2.0,172
0,4500000.0,650,0,1.0,2.0,172
0,4800000.0,780,0,1.0,2.0,172
0,5800000.0,700,0,1.0,2.0,172
0,9499000.0,600,0,1.0,2.0,222
0,3200000.0,595,0,1.0,2.0,289
0,3600000.0,628,0,1.0,2.0,432
0,6800000.0,745,0,1.0,2.0,432
1,4100000.0,625,0,1.0,3.0,111
1,3599000.0,531,0,1.0,3.0,106
1,3599000.0,531,0,1.0,2.0,106
0,10500000.0,580,0,1.0,2.0,78
0,9900000.0,452,0,1.0,2.0,78
0,5100000.0,553,0,1.0,2.0,117
0,10800000.0,410,0,1.0,2.0,131
0,9000000.0,450,0,1.0,2.0,131
0,9900000.0,415,0,1.0,2.0,131
0,7000000.0,367,0,1.0,2.0,274
0,5000000.0,479,0,1.0,2.0,447
0,6400000.0,705,0,1.0,2.0,53
0,11200000.000000002,500,0,1.0,2.0,138
0,6200000.0,710,0,1.0,2.0,266
0,6700000.0,700,0,1.0,2.0,266
0,7500000.0,675,0,1.0,2.0,266
0,10500000.0,550,0,1.0,2.0,425
0,10600000.0,550,0,1.0,2.0,425
0,10600000.0,550,0,1.0,2.0,425
0,10600000.0,550,0,1.0,2.0,425
0,7500000.0,650,0,1.0,2.0,425
1,3300000.0,540,0,1.0,4.0,111
0,13200000.0,710,0,1.0,2.0,18
0,9800000.0,550,0,1.0,2.0,18
0,9925000.0,599,0,1.0,2.0,18
0,7625000.0,580,0,1.0,2.0,69
0,10100000.0,530,0,1.0,2.0,70
0,8999000.0,450,0,1.0,2.0,70
0,11500000.0,525,0,1.0,2.0,138
0,10500000.0,550,0,1.0,2.0,139
0,10900000.0,567,0,1.0,2.0,139
0,9200000.0,450,0,1.0,2.0,160
0,9300000.0,480,0,1.0,2.0,160
0,9300000.0,480,0,1.0,2.0,160
0,8799000.0,499,0,1.0,2.0,176
0,7455000.0,410,0,1.0,2.0,177
0,8899000.0,480,0,1.0,2.0,177
0,5699000.0,400,0,1.0,2.0,425
1,4000000.0,496,0,1.0,2.0,468
1,5700000.0,643,0,1.0,2.0,46
1,6700000.0,650,0,1.0,2.0,145
1,2700000.0,414,0,1.0,2.0,125
1,7000000.0,675,0,1.0,2.0,174
1,4900000.0,622,0,1.0,2.0,350
1,3388000.0000000005,671,0,1.0,2.0,121
1,6100000.0,802,0,1.0,3.0,150
1,8000000.0,742,0,1.0,3.0,220
1,6500000.0,620,0,1.0,1.0,145
1,6500000.0,650,0,1.0,1.0,199
1,4700000.0,650,0,1.0,1.0,468
1,3000000.0,600,0,1.0,2.0,469
1,5100000.0,650,0,1.0,1.0,7
1,5600000.0,625,0,1.0,1.0,145
1,6800000.0,599,0,1.0,1.0,145
1,3900000.0,680,0,1.0,2.0,282
1,5800000.0,572,0,1.0,1.0,145
1,6500000.0,610,0,1.0,1.0,145
1,7200000.0,610,0,1.0,1.0,145
1,6000000.0,730,0,1.0,1.0,471
1,3500000.0,666,0,1.0,4.0,125
1,5500000.0,572,0,1.0,3.0,145
1,5000000.0,570,0,1.0,1.0,150
1,5878000.0,506,0,1.0,2.0,199
1,8585000.0,739,0,1.0,2.0,199
1,8829000.0,760,0,1.0,2.0,199
0,2600000.0,480,0,1.0,3.0,287
0,3200000.0,620,0,1.0,3.0,287
0,3200000.0,620,0,1.0,3.0,287
0,3200000.0,580,0,1.0,3.0,289
0,5500000.0,350,0,1.0,3.0,432
0,3400000.0,590,0,1.0,3.0,447
0,10500000.0,350,0,1.0,3.0,458
0,4400000.0,1040,0,1.0,3.0,463
0,19900000.0,650,0,1.0,3.0,466
0,6500000.0,450,0,1.0,2.0,50
0,7000000.0,450,0,1.0,2.0,50
0,7500000.0,400,0,1.0,2.0,50
0,8500000.0,500,0,1.0,2.0,50
0,7354000.000000001,735,0,1.0,1.0,53
0,5490000.0,621,0,1.0,2.0,266
0,5590000.0,630,0,1.0,2.0,266
0,5825000.0,391,0,1.0,1.0,266
0,5885000.0,395,0,1.0,1.0,266
0,6120000.0,377,0,1.0,1.0,266
0,6168000.0,414,0,1.0,1.0,266
0,6377000.0,428,0,1.0,1.0,266
0,6388000.0,760,0,1.0,2.0,266
0,6436000.0,432,0,1.0,1.0,266
0,6675000.0,448,0,1.0,1.0,266
0,7336000.0,397,0,1.0,1.0,266
0,7875000.0,769,0,1.0,2.0,266
0,6500000.0,500,0,1.0,2.0,50
0,7400000.0,445,0,1.0,2.0,69
0,4000000.0,550,0,1.0,2.0,117
0,6767000.0,590,0,1.0,2.0,169
0,5300000.0,560,0,1.0,2.0,172
0,12200000.0,434,0,1.0,2.0,251
0,6099000.0,730,0,1.0,3.0,266
0,12500000.0,600,0,1.0,2.0,273
0,4300000.0,600,0,1.0,3.0,425
0,6200000.0,710,0,1.0,3.0,432
0,8200000.0,450,0,1.0,2.0,455
0,8500000.0,450,0,1.0,2.0,455
0,8200000.0,450,0,1.0,2.0,457
0,8500000.0,450,0,1.0,2.0,457
0,7900000.0,400,0,1.0,3.0,18
